Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,POSTCODE,LAT,LON,INCOME
5e2f0e41-08bd-841f-000a-c41a706809eb,1974-06-29,,999-87-6073,S99998540,X34421962X,Mrs.,Ruth,Jacqueline,Moore,PhD,Frost,M,white,nonmixed,F,Exeter  South West  England,1085 Norman Track Unit 92,Tiverton,South West,Devon,,EX16,50.93404793210747,-3.4455994054596566,79135
13a5706e-95ec-7462-eaf3-b7d90154e00d,1968-01-13,,999-69-2492,S99918332,X32393756X,Mrs.,Jessie,Grace,Wilkinson,,Stephenson,D,white,nonmixed,F,Nailsworth  South West  England,866 Murray Path,Barnstaple,South West,Devon,,EX31,51.0762448493478,-4.10522840415987,12961
90f5b0c3-08ff-96af-a57c-fb3637ae6e9e,1950-06-29,,999-25-1671,S99910380,X88238895X,Mr.,Anthony,Carl,Wade,,,M,white,nonmixed,M,Bournemouth  South West  England,144 Armstrong Trace Apt 77,Swindon,South West,Wiltshire,,SN1,51.55018221813292,-1.8316146373285407,16040
51ea57fb-e15a-4332-ba2f-dcb39c936278,1964-06-28,,999-63-4821,S99932667,X62172269X,Mrs.,Nicola,Caroline,Elliott,,Armstrong,M,white,nonmixed,F,Bournemouth  South West  England,625 Phillips Glen Suite 81,Trowbridge,South West,Wiltshire,,BA14,51.349324074467475,-2.1823539424515794,33592
289260c7-fcbc-245a-9062-2509d3cee4a2,1993-05-18,,999-73-9536,S99991296,X11115352X,Mrs.,Ethel,Francesca,Kennedy,,Taylor,M,white,nonmixed,F,Bristol  South West  England,556 Page Stravenue,Cheltenham,South West,Gloucestershire,,GL50,51.91775500795112,-2.0897938063672274,29696
dfdde1c4-2951-ce1b-b701-171eb82707d0,1969-07-20,,999-59-9406,S99953767,X74480769X,Mr.,Christian,Matthew,Gibbs,,,M,white,nonmixed,M,Bath  South West  England,1070 Grant Overpass,Ilminster,South West,Somerset,,TA19,50.88535033046135,-2.92181232547342,14751
0f3b55d7-410a-5633-dd99-5b71e8798e68,1952-07-03,,999-16-1364,S99953147,X60959608X,Mrs.,Kerry,Marie,Miah,,Evans,M,white,nonmixed,F,Taunton  South West  England,737 Harper Club Apt 68,Trowbridge,South West,Wiltshire,,BA14,51.27083624347438,-2.2509457708676925,48092
1421ce5c-e50d-c8c9-3009-93cbfa44b457,1944-10-23,,999-53-5370,S99941991,X62890105X,Mrs.,Annie,Donna,Bird,,Davison,M,white,nonmixed,F,Bristol  South West  England,1070 Willis Heights,Penzance,South West,Cornwall,,TR18,50.11728474426475,-5.5485502196572005,34146
a3d3a500-4c53-e9bb-121c-9ad53e58fdb6,1961-03-19,,999-15-3894,S99920979,X28253211X,Mr.,Gary,Mohammed,Bailey,,,M,white,nonmixed,M,Exeter  South West  England,533 Patel Trafficway Unit 69,Cheddar,South West,Somerset,,BS27,51.32148415359811,-2.764465856737374,11458
e1386d5f-9147-788a-7a48-b68fc007523c,1951-08-15,,999-29-5683,S99928529,X12659445X,Mr.,Sean,Shaun,Howard,,,M,white,nonmixed,M,Swindon  South West  England,943 Barton Esplanade Apt 80,Plymouth,South West,Devon,,PL1,50.361672786406984,-4.108468670396699,22389
ee2970cc-1ddf-67db-94e0-9ec2f5825cff,1951-01-20,,999-40-6675,S99934208,X35724147X,Mr.,Jonathan,Benjamin,Barnes,,,S,white,nonmixed,M,Bristol  South West  England,713 Price Walk Suite 97,Tetbury,South West,Gloucestershire,,GL8,51.616426163231104,-2.1771409250800176,30036
a652c8bb-d244-1259-f964-c49e372010a7,2004-02-29,,999-94-2056,S99974222,X2796075X,Mr.,Frederick,Martin,Wade,,,,white,nonmixed,M,Cheltenham  South West  England,530 Lowe Port Unit 15,Swindon,South West,Wiltshire,,SN1,51.582948015787046,-1.7742240184854097,22841
53756f4d-7901-3ff7-0f99-d1715bb97be1,1975-05-26,,999-20-5975,S99984016,X18525023X,Mrs.,Ashleigh,,Tomlinson,,Palmer,M,white,nonmixed,F,Plymouth  South West  England,511 Howard Forge,Bristol,South West,Bristol,,BS1,51.4102527762366,-2.6036043325196205,41891
661ce113-e778-b469-3bfb-c0aaf8aba7c6,2003-04-09,,999-58-4828,S99924519,X31534704X,Ms.,Frances,Josephine,Martin,,,,white,nonmixed,F,Gloucester  South West  England,931 Hardy Crossroad Suite 37,Gloucester,South West,Gloucestershire,,GL1,51.877695479348475,-2.264702295871732,31637
4de909bd-7ef8-e194-1382-57c7714142e0,1959-01-09,,999-14-9996,S99916566,X53878847X,Mrs.,Abigail,Aimee,Barnett,MD,Osborne,M,white,nonmixed,F,Paignton  South West  England,365 Hammond Trafficway Apt 8,Gloucester,South West,Gloucestershire,,GL1,51.81512846047977,-2.2393857093946714,41563
ffba3b06-5ee5-cdb4-b7af-f12ac2c51f36,1992-04-20,,999-28-4953,S99993089,X23157634X,Mr.,Nicholas,Norman,Davey,,,M,white,nonmixed,M,Saltash  South West  England,282 Weston Meadow,Dawlish,South West,Devon,,EX7,50.62809918361039,-3.5072200478262645,10864
d59b79f6-0d1a-06a6-d764-f2fbcb94fc8e,1945-04-11,,999-97-1716,S99942666,X86313915X,Mr.,Stuart,Norman,Morley,,,M,white,nonmixed,M,Stonehouse  South West  England,259 Holland Camp,Ilminster,South West,Somerset,,TA19,50.90410487987076,-2.9507072169679067,12244
16ccf639-e541-f0d0-cd82-d42e6f632edf,1979-11-12,,999-12-1839,S99963412,X41725141X,Ms.,Catherine,Iris,Lawrence,,,S,white,nonmixed,F,Yeovil  South West  England,535 Reynolds Track,Filton,South West,Gloucestershire,,BS34,51.50301034874048,-2.5349569911311627,88489
5b178d6c-3557-b5ea-c193-31e8ca1372b7,1996-08-24,,999-76-6090,S99994958,X16728242X,Ms.,June,Beatrice,Lucas,,,S,white,nonmixed,F,Bournemouth  South West  England,333 Burns Lane,Exeter,South West,Devon,,EX4,50.73683409823633,-3.5580931934584865,13967
eb2d3a28-e7cb-d48e-0e59-a980841bae5e,1951-09-09,,999-57-8154,S99917811,X78151426X,Mr.,Richard,,Clark,JD,,S,white,nonmixed,M,Stroud  South West  England,980 Hill Crossroad,Frome,South West,Somerset,,BA11,51.26884535304127,-2.2956379824439788,38866
34ff4fb9-439e-a792-0012-24b960606622,1964-11-13,,999-98-5607,S99994126,X86634331X,Mrs.,Maureen,,Morgan,,Cox,W,white,nonmixed,F,Bristol  South West  England,860 Johnston Avenue Unit 40,Bristol,South West,Bristol,,BS1,51.42760275844981,-2.600786870644637,198640
e2079132-b862-c2af-4259-4a68aed01947,1922-03-10,,999-21-4505,S99929113,X32394050X,Mr.,Harry,Stanley,Davison,,,D,white,nonmixed,M,Keynsham  South West  England,893 Pearce Flat,Bristol,South West,Bristol,,BS1,51.461350743785935,-2.5791152999389664,21723
60a0660a-f0c6-74bd-1674-628143a6c61a,1960-07-21,,999-16-5520,S99973722,X69264348X,Mrs.,Rosemary,,Berry,,White,M,white,nonmixed,F,Peasedown St John   South West  England,339 Hart Lodge Suite 53,Exmouth,South West,Devon,,EX8,50.603029755262774,-3.43979097715498,35321
7398fe5f-f7da-216a-68f4-09a15d576658,1974-09-20,,999-47-6239,S99976591,X78526X,Mrs.,Danielle,Marina,Burke,,Alam,M,white,nonmixed,F,Bristol  South West  England,530 Atkins Bay,Filton,South West,Gloucestershire,,BS34,51.561406292458834,-2.5750870061162994,30181
98c97854-1e97-bf16-21c0-18c137ea63e4,2002-11-04,,999-90-2915,S99958638,X68676973X,Mr.,Gareth,Kevin,Higgins,,,,white,nonmixed,M,Clevedon  South West  England,332 James Lane Unit 10,Bridgwater,South West,Somerset,,TA5,51.09781601928992,-3.0552293087418168,32352
5d8f56dd-246f-3da4-f371-9629655fa204,1965-07-31,,999-70-9203,S99917938,X60866404X,Mrs.,Jill,Stacey,Gibbs,,Jenkins,M,white,nonmixed,F,Poole  South West  England,954 Duffy Underpass,Bristol,South West,Bristol,,BS1,51.4154655077234,-2.559393291452772,64621
54c00897-232b-2bb3-3ff7-fffeaa4e715a,1983-06-12,,999-28-2378,S99972793,X55693409X,Mrs.,Janice,,McDonald,,Campbell,M,white,nonmixed,F,Keynsham  South West  England,380 Holmes Trailer,Portishead,South West,Somerset,,BS11,51.52893825292077,-2.666871740487806,38938
544dddfb-4b62-d718-5788-5910985e6966,1976-11-18,,999-81-2371,S99965723,X75665842X,Mrs.,Nicola,Jacqueline,Hayes,,Hancock,M,white,nonmixed,F,Christchurch  South West  England,708 Burrows Landing,Portishead,South West,Somerset,,BS11,51.47935274188943,-2.6623129715721627,23019
e038fbd7-177b-5eef-fa69-8805e9402377,1957-02-22,,999-58-7838,S99919138,X38766083X,Mr.,Samuel,Ben,Joseph,,,M,white,mixed,M,Bristol  South West  England,802 Nelson Parade Apt 86,Salisbury,South West,Wiltshire,,SP1,51.101487601687495,-1.820268608585194,18928
46bd3bde-de4c-c10e-89f8-f49da4c5dcb0,2001-11-30,,999-73-5245,S99967068,X1968069X,Ms.,Gertrude,Heather,Stephenson,,,,white,nonmixed,F,Clevedon  South West  England,702 Thomson Station Suite 69,Wootton Bassett,South West,Wiltshire,,SN4,51.56958179518124,-1.803548291989419,40844
600e458f-f62f-2adc-7446-17817206aaff,1993-12-31,,999-84-3462,S99936810,X78733431X,Mrs.,Lynda,Maria,Alexander,,Shah,M,white,nonmixed,F,Poole  South West  England,520 Barlow Byway,Verwood,South West,Dorset,,BH31,50.8671598827951,-1.8449433996424842,27029
f0613064-e191-9891-e722-ae4cff815870,2000-08-15,,999-68-6959,S99960286,X65662273X,Mr.,Martin,Vincent,Henderson,,,,white,nonmixed,M,Truro  South West  England,129 Riley Haven Suite 24,Penryn,South West,Cornwall,,TR10,50.14826615035019,-5.147961580673039,26532
3698d916-9e1f-6e5c-3708-9eb5bdb8d2eb,1955-11-21,,999-56-4089,S99931664,X21672755X,Mrs.,Marie,Eileen,Macdonald,,Hall,D,white,nonmixed,F,Sidmouth   South West  England,779 Burns Loaf Suite 41,Swindon,South West,Wiltshire,,SN1,51.52827860417329,-1.7790833044025955,17511
c39e3be8-7cc8-991c-0029-664c94ed6e43,1991-02-06,,999-97-8868,S99957263,X5128241X,Mr.,Gregory,,Walton,,,M,white,nonmixed,M,Exeter  South West  England,215 Bailey Port,Bodmin,South West,Cornwall,,PL30,50.49979160386763,-4.680094008251987,48577
1ecd459a-f948-b08d-8674-cc4fce242eb8,1991-12-06,,999-72-8136,S99943984,X37655098X,Ms.,Violet,,Campbell,,,S,white,nonmixed,F,Torquay  South West  England,402 Dixon Viaduct Suite 75,Bristol,South West,Bristol,,BS1,51.468637178341716,-2.5473113561743497,36721
73a12433-32b5-6e2f-4b98-6e1d38616d9b,1949-08-31,,999-52-9350,S99999248,X16497940X,Mrs.,Annette,Zoe,Roberts,,Carroll,M,white,nonmixed,F,Midsomer Norton  South West  England,720 Brown Lodge,Innsworth,South West,Gloucestershire,,GL3,51.86821490636894,-2.179780176636407,48798
458d20da-44b0-e9a4-e22f-0bb8ab2c2ff6,2001-12-23,,999-29-9615,S99912858,X1312347X,Ms.,Angela,Marilyn,Lloyd,,,,white,nonmixed,F,Bristol  South West  England,657 Shah Wynd Apt 81,Yate,South West,Gloucestershire,,BS36,51.56578595250832,-2.521952144444951,42216
edab07af-1b73-b49b-9e79-dd2f4c6ea45c,1960-03-23,,999-50-5607,S99960150,X1291528X,Mr.,Tony,Jamie,Kelly,,,M,white,nonmixed,M,Yeovil  South West  England,309 Nicholls Meadow Unit 8,Christchurch,South West,Dorset,,BH23,50.74877984154476,-1.7887211473999278,29012
4cdf5d9d-ad56-56b6-90b2-7854df1c9be1,1997-07-12,,999-26-8361,S99951735,X32407006X,Ms.,Linda,Sally,Alexander,,,,white,nonmixed,F,Cheltenham  South West  England,287 Begum Mews,Bristol,South West,Bristol,,BS1,51.45761947922487,-2.626729456649314,17482
efaf9290-7eae-63b6-36bd-caa71be1056c,1987-09-25,,999-25-1868,S99943773,X78915921X,Mr.,Ronald,,Stone,,,D,white,mixed,M,Bulford Camp  South West  England,1040 Payne Run Suite 31,Swindon,South West,Wiltshire,,SN1,51.538695517234366,-1.753518706517864,3875
5b918fec-d640-b7c1-ec94-d55d7e0440ce,1993-03-27,,999-88-9335,S99950741,X54598697X,Ms.,Evelyn,Deborah,Saunders,,,S,white,nonmixed,F,Corsham  South West  England,541 Lamb Walk,St Austell,South West,Cornwall,,PL25,50.30057713435261,-4.768383902373089,32191
428eced2-4eeb-8ac2-6a06-8576d11ba8f7,1989-01-11,,999-64-8313,S99948250,X53460888X,Mrs.,Frances,Christine,Owen,,Thomson,M,white,nonmixed,F,Exeter  South West  England,650 Dobson Hollow Unit 44,Bath,South West,Somerset,,BA1,51.390898071933535,-2.375462525565866,10709
70249871-966e-a404-40fd-b74877c702bd,1982-01-11,,999-16-4755,S99968088,X17656871X,Ms.,Sarah,Denise,Cooke,,,S,white,nonmixed,F,Gloucester  South West  England,827 Dixon Village Apt 50,Bristol,South West,Bristol,,BS1,51.450902320420276,-2.6005271062916866,26430
986ba4fb-c7f0-2fed-6a57-f23ebf336f48,1990-10-24,,999-76-8744,S99969249,X47545033X,Mr.,Harry,Ernest,Lowe,,,M,white,nonmixed,M,Plymouth  South West  England,169 Woodward Union,Bournemouth,South West,Dorset,,BH1,50.74917149447071,-1.8606730914475633,32974
e36ab6b3-6278-ea64-4801-41bc76e527b9,1993-01-23,,999-17-4344,S99981591,X10650211X,Mr.,Leslie,Colin,Mann,,,M,white,nonmixed,M,Kingsteignton  South West  England,546 Scott Rapid,Gloucester,South West,Gloucestershire,,GL1,51.83764206919103,-2.2889457206332917,73327
086a3c72-780d-0f3d-7faa-b80c2806dd9e,1990-04-10,,999-93-9165,S99926228,X31101896X,Mrs.,Jessica,Linda,Parkinson,,Singh,M,white,nonmixed,F,Bournemouth  South West  England,1089 Patel Throughway,Tetbury,South West,Gloucestershire,,GL8,51.61471932317231,-2.123358954936485,33539
f1021053-fd05-bbc5-c27e-ec0d03411c17,1957-09-03,,999-38-2392,S99993582,X4701583X,Mr.,Francis,,Hunt,,,D,white,nonmixed,M,Paulton  South West  England,948 Glover Extension,Bournemouth,South West,Dorset,,BH1,50.71327007754072,-1.8678871024530284,38836
2849530d-f5fb-ff04-75e3-891cd04c7751,1997-05-30,,999-47-9770,S99957238,X13153763X,Ms.,Anna,Grace,Evans,,,,hawaiian,nonmixed,F,Frome  South West  England,716 Black Key,Swindon,South West,Wiltshire,,SN1,51.5288850088366,-1.8229371259572709,73877
c4533b56-2217-a28a-347e-7ba6a7032feb,2002-10-24,,999-59-1886,S99972262,X17168669X,Mr.,Cecil,Colin,Holt,,,,white,nonmixed,M,Plymouth  South West  England,327 Hewitt Village Suite 32,Barnstaple,South West,Devon,,EX31,51.075727893716575,-4.083164129167183,31542
5ea1186e-fb67-fe82-a619-98294f7eeb09,1966-12-27,,999-77-1066,S99983203,X79729434X,Mrs.,Fiona,Ruth,Walsh,,Newman,M,white,nonmixed,F,Camborne  South West  England,872 Mitchell Landing,Yeovil,South West,Somerset,,BA20,50.982846960745704,-2.6036281708571445,25670
3bf59d5f-4020-6cd7-de9a-8d88953186c2,1977-08-13,,999-85-1461,S99948220,X12871091X,Mrs.,Maureen,,O'Connor,,Lewis,M,white,nonmixed,F,Cinderford  South West  England,177 Dean Glen,Yate,South West,Gloucestershire,,BS36,51.57289321489793,-2.5045702931628013,6568
04b604b0-fbce-70d5-74e7-8743e570d59d,1990-10-22,,999-74-3052,S99933024,X67018492X,Mrs.,Ellie,Megan,Ferguson,,Griffiths,M,white,nonmixed,F,Burnham-on-Sea  South West  England,854 Bell Branch,Christchurch,South West,Dorset,,BH23,50.71109324067366,-1.7569576580055442,10644
84fd43c8-68bf-9a8c-ba93-88c5b3733e75,1993-11-13,,999-17-6949,S99910799,X60709086X,Mr.,Derrick,Richard,Willis,,,M,white,nonmixed,M,Devizes  South West  England,181 Islam Well,Bristol,South West,Bristol,,BS1,51.46003597994939,-2.56885214092815,10771
9e6ef184-51a2-633a-b3f0-28ceb5854ef3,2003-12-18,,999-76-2996,S99969011,X16624555X,Mr.,Basil,,Campbell,,,,white,nonmixed,M,Plymouth  South West  England,825 Morrison Extension,Teignmouth,South West,Devon,,TQ14,50.501259930508034,-3.5082575763992287,47670
5c9d4325-d9bb-f2c2-0ca1-6e0f8572fa2e,1967-08-10,,999-34-1524,S99972604,X69567373X,Mrs.,Megan,Doreen,Harris,,Page,D,black,nonmixed,F,Devizes  South West  England,662 Hammond Flat,Chard,South West,Somerset,,TA20,50.863887835862684,-3.011635050373875,79099
4e05e3db-f9a0-9677-2c18-e0242dd9b693,1979-11-22,,999-56-8333,S99969532,X52847597X,Mrs.,Brenda,Bethan,Roberts,,Duffy,M,white,nonmixed,F,Poole  South West  England,874 Green Annex Unit 51,Cullompton,South West,Devon,,EX15,50.84897067438944,-3.2998381764274156,21787
ef0da5f3-49ef-b4f5-0b28-0fe9d37e6d98,1935-03-20,,999-99-6282,S99985421,X35345857X,Mr.,Bryan,Brett,Daniels,,,D,white,nonmixed,M,Exeter  South West  England,1096 O'Connor Dam,Taunton,South West,Somerset,,TA1,51.03986289884926,-3.098627578394373,11116
82b02341-d6cf-95fd-77b7-c5ea21ce78d9,1976-12-21,,999-45-6175,S99917344,X84505591X,Mrs.,Vera,Ethel,Kelly,,Kennedy,M,white,nonmixed,F,Devizes  South West  England,557 Patterson Approach,Bridport,South West,Dorset,,DT6,50.71603562318719,-2.784596612021831,32256
1e1f891d-311d-383e-9a4a-ff65b906f012,1985-03-11,,999-43-7676,S99964430,X79790613X,Mrs.,Lily,Nicole,Hayward,,Brennan,M,white,nonmixed,F,Stonehouse  South West  England,964 Jones Mall Apt 57,Bath,South West,Somerset,,BA1,51.35107991976304,-2.34719387605211,27783
2c9edc18-62a8-ec6b-f4c3-3f9f9b009766,1944-04-30,,999-81-8472,S99955408,X4644290X,Ms.,Cheryl,Ruth,Grant,,,S,white,nonmixed,F,Yeovil  South West  England,970 Cook Crossing,Bristol,South West,Bristol,,BS1,51.43282146065314,-2.54569950397443,21560
b230b5ff-5239-200c-645b-791cbcefd9a9,1996-09-03,,999-70-7153,S99918943,X87934884X,Mr.,Hubert,David,Griffin,,,M,white,mixed,M,Bristol  South West  England,918 Hill Port,Yate,South West,Gloucestershire,,BS36,51.564912231093956,-2.4499995466792144,43433
3e9f2ab8-f2cb-9fbd-0c1c-fc4167dcc132,1992-03-29,,999-71-2916,S99915005,X44040373X,Mrs.,Anita,Rosina,Walker,,Walters,M,white,nonmixed,F,Plymouth  South West  England,262 Webster Terrace,Yeovil,South West,Somerset,,BA20,50.92435032140668,-2.688602832294488,21980
b4976f65-f3c9-3351-1205-bac7d1a23f78,1949-02-24,,999-71-9716,S99996729,X66081912X,Mr.,Stuart,Alec,Dawson,,,M,white,nonmixed,M,Burnham-on-Sea  South West  England,410 Evans Park,Okehampton,South West,Devon,,EX20,50.76771434447385,-4.036213136659968,46522
