Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,POSTCODE,LAT,LON,ENCOUNTERS,PROCEDURES
9c6eac63-a600-3fd3-9fc2-3c0fa0800d3f,d9d1d61a-adcd-3f3c-8823-06a62b00566d,Jayne Sullivan,F,GENERAL PRACTICE,NIGHTINGALE VALLEY PRACT,BRISLINGTON,SW,BS4 4HU,51.446246,-2.5479382,125,0
855861fa-0e2d-32de-9fe7-d05c105c34da,8fd41390-5062-3b50-8fed-de318ccc8a2d,Hazel Gregory,F,GENERAL PRACTICE,1 BANK STREET,CHIPPENHAM,SW,SN12 6LE,51.374218,-2.1383735,30,0
2371f9fe-fd57-376b-ab2c-2fd117de6746,94ca891b-b845-3b9f-9350-5a58973d6100,Marie Yates,F,GENERAL PRACTICE,CASTLE ROAD,PORTLAND,SW,DT5 1AX,50.56587,-2.4448227,4,0
480125ce-f4d1-3292-ba04-38fc5b110c00,5d52d862-3a17-3997-8b29-0919084dc6cc,Sarah Hughes,F,GENERAL PRACTICE,CHURCHDOWN SURGERY,CINDERFORD,SW,GL3 2JH,51.882388,-2.171675,32,0
f35d7d9b-6d4a-383d-910b-a268434fceae,d4aa85d7-d4ef-39fe-acf4-f32e5587e05b,Sean Peters,M,GENERAL PRACTICE,LYNGFORD PARK SURGERY,ILMINSTER,SW,TA2 8SQ,51.036451,-3.0909306,176,0
3f2cf84b-c23f-3abf-b389-6d74dfef56b7,f9fb03eb-e1ec-3fd6-ada9-25b7e5d74752,George Goodwin,M,GENERAL PRACTICE,TEWKESBURY ROAD,BRISTOL,SW,GL2 9EE,51.880048,-2.2393924,229,0
1f067cb4-4611-3de3-bfcd-0d2472368ef5,4078cf06-7e77-3163-b7dd-e5687ce03e32,Hazel Rowe,F,GENERAL PRACTICE,RYALLS PARK MEDICAL CTR,GLASTONBURY,SW,BA21 3BA,50.951832,-2.6408721,35,0
3fb3ca0f-d44d-3310-86c0-5cb73f813142,582c1518-8a87-33df-83e1-3f6cdc9cfceb,Mandy Cox,F,GENERAL PRACTICE,HILL STREET,POOLE,SW,BH15 1NR,50.715632,-1.9850752,3,0
5d2a3d91-e4d8-3da4-9642-2755698fa4bb,ef6a5294-f17b-3927-97ca-317620c9fed1,Gwendoline Whitehead,F,GENERAL PRACTICE,KEMMINGS CLOSE,PAIGNTON,SW,TQ4 7TW,50.413209,-3.5837873,6,0
da213bbd-debb-371f-b875-5afe7bd99656,9f40fa54-96fa-3ff2-832d-dd0917e31bba,Elizabeth Miles,F,GENERAL PRACTICE,HELIOS MEDICAL CENTRE,BRISTOL,SW,BS9 1JN,51.475527,-2.6310236,235,0
159d08f6-65e3-3082-a081-a34795675e0a,a46bf4f7-e235-3afa-a0d1-fb2b8721d593,Dora Harris,F,GENERAL PRACTICE,CROFT HALL MEDICAL CENTRE,TORRINGTON,SW,TQ2 5UA,50.466681,-3.5358327,63,0
4226affe-905e-3b96-9f9d-ebfa7ddd8d8c,68c884a3-f675-3243-b269-2d2acde6b926,Rose Richardson,F,GENERAL PRACTICE,CHELTENHAM ROAD SURGERY,GLOUCESTER,SW,GL2 0LS,51.870388,-2.2231175,71,0
a5f1c500-6780-3a92-8388-f77b2f299679,d479ea67-b18f-35e8-97a8-867f53e032d6,Eric Hussein,M,GENERAL PRACTICE,BELLAIR CLINIC,NEWQUAY,SW,TR18 4TA,50.117787,-5.542535,69,0
03dbde27-398a-3cbb-9252-f4562f3e1120,b02a80dd-a125-34ce-a742-46ec8604dcbe,Albert Pearce,M,GENERAL PRACTICE,ST. MARY'S SURGERY,BATH,SW,BA2 0HX,51.326082,-2.4798693,159,0
55f70725-2c6a-30bd-9f2c-e552fb6a0cde,58784282-3b35-3416-9dd8-b7202cf5c8a3,Jane Wallace,F,GENERAL PRACTICE,THE SURGERY,BRAUNTON,SW,EX6 6JA,50.724896,-3.7421645,56,0
0c8c885f-d479-37bf-8ca7-4f0386335d5e,a511bf66-e692-39bd-9eba-b52be3c822af,Maria Weston,F,GENERAL PRACTICE,PRESTON GROVE MEDICAL CTR,TAUNTON,SW,BA20 2BQ,50.94185,-2.6442646,171,0
8a61c34f-e95b-376f-a467-41b4f4a509fe,4f4b1f6c-a489-389d-8268-3bedce8c9a87,Victor Ball,M,GENERAL PRACTICE,COLLEGE ROAD,CULLOMPTON,SW,EX15 1TG,50.860371,-3.3906715,3,0
3f1b0cc2-913a-3618-b1fd-bf9ea42feb9a,3a98f190-1b6e-361e-8dbd-e3fc3b155347,Arthur Bates,M,GENERAL PRACTICE,THE SOUTHVILLE SURGERY,BRISTOL,SW,BS3 1AS,51.445337,-2.5994835,39,0
aaf2b80a-9e85-3319-9309-a260ca2e3454,fa06737c-c102-37f9-841d-7ab6c9102a95,Marie Gibbs,F,GENERAL PRACTICE,BEAUMONT VILLA SURGERY,EXETER,SW,PL4 9BL,50.373198,-4.1279086,44,0
021a68c4-9ffd-3749-85c8-9aa0567fc493,b6f7e8d3-09b2-31cb-9ec1-e45ba700b1f7,Michelle Mills,F,GENERAL PRACTICE,TALBOT MEDICAL CENTRE,BOURNEMOUTH,SW,BH10 4BX,50.748888,-1.9089341,47,0
b018a270-a992-3d01-b96f-1ff765d07a26,889115cd-69d3-31ab-8fb3-058c819adf04,Brenda Rowe,F,GENERAL PRACTICE,TRICKETTS CROSS,FERNDOWN,SW,BH22 8AZ,50.807989,-1.8722461,98,0
d46a3755-867e-3bd6-9321-cc0ecf51415e,e2b08119-4db8-34f9-9439-291c8f3625d4,Ivan Armstrong,M,GENERAL PRACTICE,WILSON HEALTH CENTRE,WESTBURY ON SEVERN,SW,GL52 3EY,51.910614,-2.055936,68,0
dfecdbc9-c502-3df9-b53c-c9432f603381,77ed1ac2-c2f1-3f93-811b-4a4560461c23,Natalie Watkins,F,GENERAL PRACTICE,CLOVELLY ROAD INDUSTRIAL ESTATE,BIDEFORD,SW,EX39 3HN,51.01005,-4.2338299,3,0
054a1573-bc70-3fcd-8401-614010f286f9,f684a063-8183-3953-b955-a0e9358dd7f1,Maria Zaman,F,GENERAL PRACTICE,THE SURGERY,BRISTOL,SW,BS35 2AT,51.606577,-2.5254634,39,0
f8e1d4f6-4acd-3216-98bc-124fff50fdb0,cc915e5b-e028-3370-991f-d62ea9b0095a,Tara Johnston,F,GENERAL PRACTICE,LONDON ROAD,CORSHAM,SW,SN13 8NA,51.417651,-2.2501245,33,0
c617b907-168b-3d7c-8c02-2eeb1645d75d,c0fc8eec-9ee7-3735-aaea-f2738aec1405,Joyce Mitchell,F,GENERAL PRACTICE,HEILA HOUSE,CHRISTCHURCH,SW,BH23 5ET,50.741232,-1.7018378,3,0
058f3256-5cd7-3300-8335-b64daf74b840,6e190ce3-390a-3f57-8c6a-56d28f0658d8,Gilbert Williams,M,GENERAL PRACTICE,HELSTON COMMUNITY HOSP,SALTASH,SW,TR13 8DR,50.091947,-5.2649317,31,0
7c246215-6ea5-37c2-9c32-ecc1e33ed614,449090ac-2566-32dc-9a1d-444e63c0651f,Allan Miah,M,GENERAL PRACTICE,29 BANK STREET,CHIPPENHAM,SW,SN12 6LE,51.374218,-2.1383735,95,0
27509af6-de9c-390c-8a40-f0473e7f7d75,be0bdf8d-0e97-3717-85d4-947075ed1f7a,Jennifer O'Connor,F,GENERAL PRACTICE,37 SMALLCOMBE ROAD,PAIGNTON,SW,TQ3 3SP,50.442969,-3.5864004,3,0
3b60dd50-645a-389e-82f9-482d690e15b6,227e2ab6-06b6-30e5-9d27-4c0af29c8552,Rita Mills,F,GENERAL PRACTICE,BERROW HEALTH CAMPUS,BURNHAM-ON-SEA,SW,TA8 2JU,51.259235,-2.9984435,6,0
9bbb328b-d673-3780-9fd5-9e3d00055892,f5a2d67a-6d92-32a4-98f2-3444c5d4735a,Pamela Fisher,F,GENERAL PRACTICE,COLLEGE WAY SURGERY,BECKINGTON,SW,TA1 4TY,51.005247,-3.1212982,240,0
c930b4fe-de54-39ff-b994-e1da1f938e92,851b2051-01d6-3315-b92b-4686376a25a9,Christopher Andrews,M,GENERAL PRACTICE,OAKLANDS COURT,BARNSTAPLE,SW,EX16 6TG,50.910753,-3.4660544,93,0
7093d146-732f-3807-bd61-4802cf1f26e3,fff4afa7-5a41-3ece-aa9f-cae1fc3f8dfb,Anthony Arnold,M,GENERAL PRACTICE,THE BEACON MEDICAL PRACT,WESTON-SUPER-MARE,SW,EX10 9YA,50.699501,-3.247731,143,0
3421a42d-4840-33b4-bf19-d4b255184018,92021ee5-45b4-3106-be1f-dc59f6586125,Allan Doherty,M,GENERAL PRACTICE,LIFEBOAT QUAY MEDICAL CTR,POOLE,SW,BH15 1AE,50.718734,-1.9849326,158,0
2678b5ec-51d8-35d0-9609-8a141efc5486,e94e9fc0-d3a4-32e7-935f-cbecab27cab7,Megan Osman,F,GENERAL PRACTICE,THE LIMES SURGERY,EXETER,SW,EX6 8DF,50.679142,-3.4937566,148,0
9da7707a-fc49-341d-bb24-5b4489d1a428,4d47996f-901c-3c4b-805b-63b32cf7baaa,Maria Jackson,F,GENERAL PRACTICE,VICTORIA HOSPITAL,WIMBORNE,SW,BH21 1ER,50.802195,-1.9959181,2,0
01297be3-662e-3c43-ad9f-6d436c934108,15a0dec0-737b-32a8-90be-d6c21461b25b,Nichola Parry,F,GENERAL PRACTICE,NEW HALL HOSPITAL,PLYMOUTH,SW,SP5 4EY,51.030723,-1.7638289,69,0
0e0aedee-2641-3699-af36-c44f24f13b03,ed63025f-d27f-3db7-981d-7d28b0cb2925,Gladys Walters,F,GENERAL PRACTICE,SEATON & COLYTON MED.PRAC,PLYMOUTH,SW,EX12 2DU,50.713074,-3.0741129,63,0
f3315204-1d76-3d8e-acfe-4eca90c78fb9,99c1192a-2a31-3e79-a077-d02f0366f944,Catherine Lambert,F,GENERAL PRACTICE,WILSON HEALTH CENTRE,121 SWINDON RD CHELTENHAM,SW,GL52 3EY,51.910614,-2.055936,96,0
56f7961f-d2f9-3206-8c78-b6e094575939,88c95d0d-a365-3068-bb9d-471fdaae733f,Angela O'Neill,F,GENERAL PRACTICE,NORTH ROAD WEST MED.CTR.,TORQUAY,SW,PL1 5BZ,50.376018,-4.1462066,57,0
cf574dcd-a589-34b2-89a3-37aa4e3c6e26,5b297327-780a-3f59-a307-1935460b560b,Betty Hughes,F,GENERAL PRACTICE,LAUREL HOUSE,STROUD,SW,GL51 9EZ,51.907065,-2.0828959,32,0
243075e8-8482-3d25-9d90-bbaf7b42de23,cf302aa4-f77c-3aa3-a803-8e1aa0287c75,Darren Ryan,M,GENERAL PRACTICE,FALFIELD,WOTTON-UNDER-EDGE,SW,GL12 8DB,51.634463,-2.4673835,3,0
cc7eded3-7209-3f2b-a54c-46d5f004ff4b,758a774a-d05a-3836-baeb-995cd026d45c,Eileen Willis,F,GENERAL PRACTICE,LEYHILL,WOTTON-UNDER-EDGE,SW,GL12 8BT,51.628035,-2.436777,3,0
54708599-3934-3898-9891-245c8afa53cc,e0aa3687-b329-3895-b09f-cd83ccafd074,Colin Carr,M,GENERAL PRACTICE,FARM HOUSE RISE,EXETER,SW,EX6 8AB,50.681114,-3.5061482,3,0
27d41c7b-1e0e-3ff0-81bf-619ca332da60,2d76e568-c2cc-3661-b9a6-500625926170,Marjorie Wilkinson,F,GENERAL PRACTICE,C/O LEAP VALLEY SURGERY,DEVIZES,SW,BS37 4NG,51.529077,-2.4241668,43,0
1457f5c0-da1b-3086-b82b-605c2c76a208,ba5184f9-0022-3d45-a99f-73cc7130b9d5,Terence Collins,M,GENERAL PRACTICE,THE SURGERY,HELSTON,SW,TR3 6JD,50.22345,-5.0919047,144,0
fc1e9a3a-fd1a-3c1e-92f8-3fe9bfd3eb96,812100da-2600-32b5-8ef6-82ba72df14e4,Basil James,M,GENERAL PRACTICE,UNDERWOOD SURGERY,LONGLEVENS,SW,GL50 3EQ,51.901639,-2.0893682,34,0
1b15f8de-67bb-39d0-9e3a-aabd1b1b6e6f,a5cc4e20-f638-3b2e-8bcf-a691ef3fc68a,Lynsey Nash,F,GENERAL PRACTICE,STOCKWOOD MEDICAL CENTRE,BRISTOL,SW,BS14 8PT,51.411565,-2.5441444,269,0
01ada41d-85f2-35e3-a2b4-cd758178b1c8,d3c956fe-2e2f-392b-806d-847abc651494,Harry Howe,M,GENERAL PRACTICE,PENNTORR HEALTH,BODMIN,SW,PL11 2TB,50.376056,-4.2250421,131,0
56b3d47f-6f51-3ef8-913c-a510da18b154,11647f29-0574-3a3c-b6fb-ca35d926354e,Jane Dixon,F,GENERAL PRACTICE,QUAYSIDE HOUSE,GLOUCESTER,SW,GL1 2TZ,51.866195,-2.2515906,28,0
f5ab476c-0ab4-3860-8483-2f9586b5daa6,ce87f8af-b566-3ba2-8ba9-e1983202515a,Ivor Stevens,M,GENERAL PRACTICE,COPT ELM ROAD,CHELTENHAM,SW,GL53 8AG,51.88536,-2.0526936,3,0
ae0c84c2-c6f0-3c48-a4e5-1f79ba9f720a,136ca92b-e5b3-3794-81fc-18d44ba612ad,Phillip Parkinson,M,GENERAL PRACTICE,ST. ALBANS ROAD,TORQUAY,SW,TQ1 3SL,50.479358,-3.5169482,3,0
abf92ef0-bea8-3842-8345-ca991793a09f,c9e3cac5-0b03-34a5-b7a5-1165248f9227,Christine Allen,F,GENERAL PRACTICE,THE FAMILY PRACTICE,BRISTOL,SW,BS6 6DF,51.462707,-2.6033674,33,0
059a9fd7-b683-33d7-a2a8-5e0e46cbd0d8,0cb1e485-735f-3bf3-9e61-5b50aad33c8a,Mary Baldwin,F,GENERAL PRACTICE,NORTH DEVON HOSPITAL,SHIREHAMPTON,SW,EX31 4JB,51.092201,-4.0511326,163,0
f689675c-f967-3c46-8473-23205aec28f4,35b13c60-4407-3ccd-9565-cb2a2d26e545,Louis Thomson,M,GENERAL PRACTICE,STEPS LANE,TORQUAY,SW,TQ2 8NL,50.494534,-3.5269935,3,0
8426d412-b477-34a9-9ccc-2e371889db47,7dd6819b-49cb-3416-9e3b-13f85e7db887,Ashleigh Kirk,F,GENERAL PRACTICE,CWLL HEALTH FOR HOMELESS,FROME,SW,TR1 2JJ,50.26246,-5.0564019,121,0
000ca6c3-5684-3808-9f7b-7130b2c1e3af,50087784-3e3a-397b-9260-192d1bb9d15c,Debra West,F,GENERAL PRACTICE,POOL HEALTH CENTRE,LOSTWITHIEL,SW,TR15 3DU,50.226223,-5.2681545,28,0
5580feeb-d1ac-3895-9604-fd70dd31e8de,a634369c-445c-3a9d-ae52-1ad6d6a6dab6,Brenda Jones,F,GENERAL PRACTICE,FISHERTON HOUSE,SALISBURY,SW,SP2 7FD,51.072278,-1.8091913,134,0
8f5e6360-4e9a-372a-b00f-ae282ef2b7e2,05a58020-780d-34ec-af4b-a0b7564fccf1,Robin Woods,M,GENERAL PRACTICE,THE BEACON MEDICAL CENTRE,EXETER,SW,EX10 9YA,50.699501,-3.247731,158,0
383d0073-d55c-3dd6-9c81-840f3d03a9ec,81b60837-d671-3b6c-a9fe-6617a738ce64,Thomas Long,M,GENERAL PRACTICE,WITHYWOOD CENTRE,STAPLETON  BRISTOL,SW,BS13 8QA,51.40731,-2.6221188,44,0
e5b28dd2-82a0-337e-aad8-b4c23e972b17,29c6366b-679d-3bdb-b8bf-ec87745de060,Emma Townsend,F,GENERAL PRACTICE,ST.LUKES MEDICAL CENTRE,HEAVITREE  EXETER,SW,TQ5 8NA,50.394313,-3.5176364,97,0
a21bf2a5-7f8a-3570-b859-813796eb6a55,e9e13bad-6cfe-3e17-a2ab-c4f81cbc7d7e,Brian Daniels,M,GENERAL PRACTICE,CLAVERTON DOWN ROAD,PORTISHEAD,SW,BA2 7BR,51.364144,-2.3321931,179,0
7be1e584-ad45-3773-8f8e-a37f84fc8a62,10a2fb55-556c-356d-bd80-e1ab15daff5c,Beverley Berry,F,GENERAL PRACTICE,ASHINGTON WAY,MELKSHAM,SW,SN5 7XT,51.557473,-1.8266148,211,0
86fc8ce4-0332-35ca-bd61-f28ade13cc75,d3f3ec54-ddab-36e4-b957-f1a429ebdb3a,Eileen Marshall,F,GENERAL PRACTICE,LOCAL CARE CENTRE,COVENTRY,SW,PL4 7PY,50.378824,-4.1168236,38,0
cdcd3555-cf48-3fdc-8b5f-27bb436f28a4,2791e9b2-fa33-3dd3-a658-eace052086be,Maria Miles,F,GENERAL PRACTICE,THE WELLSPRING SURGERY,BRISTOL,SW,BS5 9QY,51.455812,-2.5614665,197,0
8c74d5f0-4de2-3008-8fe7-09802b337037,d5321112-5856-3e0b-9070-30f3fc9bbc3f,Leonard Todd,M,GENERAL PRACTICE,EXMOUTH HEALTH CENTRE,BRIXHAM,SW,EX8 2JF,50.621149,-3.4014988,30,0
a5b3c91d-ade5-3f1c-a9fa-268d8f0b8fb6,4df0c102-ab5e-319f-99c2-4eca9a0c6711,Anita Morris,F,GENERAL PRACTICE,ROSEDEAN SURGERY,FALMOUTH,SW,PL14 4AQ,50.453685,-4.4659856,171,0
aeea3759-2ec9-3e93-b9e5-01b222432246,a20ce89f-2e97-3de9-a299-b6aaa3536d9f,Carolyn Henry,F,GENERAL PRACTICE,TIVERTON DCTA,MOUNT GOULD RD  PLYMOUTH,SW,EX16 6NB,50.901099,-3.4862727,68,0
4e5695a4-1689-3389-ab41-bbce647fd796,183d327f-f53c-389d-a788-d81b6d7d4c29,Michael Cole,M,GENERAL PRACTICE,WHITE HORSE HEALTH CENTRE,WESTBURY,SW,BA13 3FQ,51.252707,-2.2034902,83,0
e548f942-35f6-3b41-9536-69215fb60fba,06f8aa3a-8a19-3052-91d5-21b2a54057a6,Georgia Clark,F,GENERAL PRACTICE,HMP ASHFIELD,WOTTON-UNDER-EDGE,SW,BS16 9QJ,51.482447,-2.4388977,41,0
0f2932e4-cb13-3f50-8c8f-b8d3fe30d20e,136ade25-13b3-38c3-bfd4-28ad94b8ae41,Gerald Collins,M,GENERAL PRACTICE,PENN HILL,YEOVIL,SW,BA20 1SF,50.939642,-2.6318946,3,0
e55ff70d-0153-37e9-9c2d-eb80cc30b95d,cfa770d7-4618-3625-8183-e0f2e878bfc9,Annie Warren,F,GENERAL PRACTICE,29 WEST LEAZE,STREET,SW,BA16 0BW,51.128808,-2.7457115,3,0
b2abecbc-75da-38ac-b4c7-7d8a86776719,f136c6a7-147c-3706-8c82-118ab5e4efce,Louisa Preston,F,GENERAL PRACTICE,MAY LANE SURGERY,MORETON-IN-MARSH,SW,GL11 4JN,51.680012,-2.3573964,28,0
5916807f-e484-34be-a678-63bfa3457388,8d2ab080-af8c-3aab-9439-ce65218098b5,Albert Dawson,M,GENERAL PRACTICE,THE OLD DISPENSARY,WIMBORNE,SW,BH21 1PL,50.802545,-1.9870631,42,0
7a8a9fed-1787-3ac7-893d-8506290e627b,d99d3e7c-a0ab-3aea-a0a9-7675af6e4d9a,Arthur Singh,M,GENERAL PRACTICE,PEMBROKE HOUSE SURGERY,TORQUAY,SW,TQ3 2EZ,50.445536,-3.5602325,40,0
031bb929-73b3-3642-8bab-df4d72a2c80e,ea9c4e89-0aac-3cc3-9b52-7de96c481587,Norman Barnes,M,GENERAL PRACTICE,MENDIP COUNTRY PRACTICE,YEOVIL,SW,BA3 5NQ,51.241343,-2.4504792,113,0
b8f11728-b7d8-374f-b3d7-5a6239eaebe4,d066923d-5778-3753-bb65-c4f09a3d0dec,Frederick Hutchinson,M,GENERAL PRACTICE,MOUNT GOULD ROAD,PLYMOUTH,SW,PL4 7QD,50.378513,-4.1151078,3,0
aaf99e12-e375-3c58-918d-cba3376dcbfc,108741fe-5e33-3366-9634-0e372507edde,Charlotte Armstrong,F,GENERAL PRACTICE,THE MAYFIELD MEDICAL CTR.,TORQUAY,SW,TQ4 5LA,50.433243,-3.5701074,67,0
9f3b16ce-9d36-39a3-a0f2-4593f3fc4436,986e87e0-ac9c-339b-8b21-da8754aa4003,Kim Lloyd,F,GENERAL PRACTICE,FAIRMEAD,DURSLEY,SW,GL11 5NE,51.699708,-2.3643958,6,0
48cf9c2b-dec4-3076-8bce-5b8cff0b7409,bda094c3-340e-3112-9ca9-7e5ff453eaf0,Luke Gill,M,GENERAL PRACTICE,TALBOT MEDICAL CENTRE,BOURNEMOUTH,SW,BH10 4BX,50.748888,-1.9089341,3,0
5136400c-044a-3421-b23c-578a3ef4ebeb,63970afd-641d-3e92-9059-0f3f45a4b842,Emma Miller,F,GENERAL PRACTICE,MIDFORD HOUSE,SOWTON,SW,BA2 5RP,51.35816,-2.3725923,50,0
ec655044-e069-3265-a979-97385f31b320,14be4e9b-4e2f-3cab-bb75-f379be005427,James King,M,GENERAL PRACTICE,LONGBRIDGE HOUSE,SWINDON,SW,EX39 3AF,51.017119,-4.2116132,147,0
aa6bd113-6786-34cb-96d6-6caa3832783b,37724f7f-9d9e-3d1c-9b72-0fb6e2d975ed,Anne Lamb,F,GENERAL PRACTICE,9 THE SPRAYS,MARLBOROUGH,SW,SN8 3TA,51.348469,-1.6695448,32,0
39e1616c-d9af-3b78-9c17-d979712c453e,ebd34553-6bca-3683-bf0a-0ce1f2631881,Aimee Baxter,F,GENERAL PRACTICE,WHEATSTONE,CHELTENHAM,SW,GL4 3TA,51.858376,-2.1983154,61,0
260613ff-1d12-31a6-938b-b066db2b1acb,a603ccaa-1e4e-36c6-b88b-06f053261609,Howard Perkins,M,GENERAL PRACTICE,GREVILLE HOUSE,CHELTENHAM,SW,GL52 6YL,51.883772,-2.0448464,3,0
