Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,POSTCODE,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
08a63136-7ac2-505e-16f1-eddd7184b2c9,1934-03-26,,999-14-3305,S99983052,X22982555X,Mrs.,Theresa,Martha,Williams,,Cook,M,white,nonmixed,F,Cheltenham  South West  England,215 Knowles Wynd,Poole,South West,Dorset,,BH15,50.70105720782371,-2.0082208827915613,29315
d8b59d7e-c36c-2c0f-5e22-5f14e9c636e5,1943-04-30,,999-63-1254,S99922008,X88763902X,Mr.,Antony,Norman,Stevenson,,,M,white,nonmixed,M,Bodmin  South West  England,176 Rehman Pathway,Warminster,South West,Wiltshire,,BA12,51.15337503246314,-2.1456035070205384,10379
55b2ebe8-94fc-521f-8419-8fa48ad20315,1994-09-15,,999-34-9750,S99925675,X69120235X,Mrs.,Marian,Carly,Kent,,Parsons,M,white,nonmixed,F,Wotton-under-Edge  South West  England,950 Rose Heights,Bristol,South West,Bristol,,BS1,51.41571275110407,-2.5731529745285053,34607
732f7666-7aaa-76fb-8cf4-96607847eff5,1989-06-11,,999-25-2545,S99915530,X80343717X,Ms.,Ethel,Rebekah,Macdonald,,,S,white,nonmixed,F,Salisbury  South West  England,835 Abbott Ranch Apt 74,Weymouth,South West,Dorset,,DT4,50.63973215950892,-2.4438357454118083,46857
4c568636-8ab5-17e9-dac9-2c9122d032af,2001-06-18,,999-28-2309,S99961918,X17046267X,Ms.,Maud,,Davison,,,,white,nonmixed,F,Plymouth  South West  England,434 Bailey Terrace,Axminster,South West,Devon,,EX13,50.813108047881954,-2.9698134583988476,4618
bf28e87c-96e8-4f81-da37-119f1fa2c770,1965-05-29,,999-33-4669,S99959695,X48524804X,Mr.,Ashley,Terry,Bentley,,,M,white,nonmixed,M,Cheltenham  South West  England,734 Butt Viaduct,St Austell,South West,Cornwall,,PL25,50.31356295206033,-4.791956162494745,47996
166625bc-889c-2cd5-4a8f-f58567da732e,1957-02-13,,999-39-5029,S99995239,X27168646X,Mrs.,Edna,Carole,Davies,JD,Akhtar,D,white,nonmixed,F,Bristol  South West  England,887 Reynolds Center Unit 51,Exeter,South West,Devon,,EX4,50.699871604444375,-3.551172280899958,29372
f73ec880-b615-ca15-6c4e-458f94ce28d9,1949-01-21,,999-47-5924,S99911462,X7084659X,Mr.,Michael,Basil,Hughes,,,W,white,nonmixed,M,Paignton  South West  England,185 Holland Mission,Dartmouth,South West,Devon,,TQ6,50.38134893243884,-3.62620123070862,35428
8de61b29-875f-19f5-4ff0-748501c128e0,1953-08-02,,999-94-6277,S99964844,X76205751X,Mr.,Derek,Anthony,Parker,,,M,white,nonmixed,M,Yeovil  South West  England,1081 Baker Bridge Suite 10,Dorchester,South West,Dorset,,DT1,50.74695982827869,-2.447597111556896,69629
6eab3d34-2a83-71fb-2b90-ebfd216a6c08,1983-06-23,,999-78-8049,S99988479,X52240042X,Mrs.,Katie,Lynne,Graham,,Johnston,M,white,nonmixed,F,Torquay  South West  England,651 Walker Road Apt 37,Truro,South West,Cornwall,,TR1,50.244269963542756,-5.034849451266292,19380
65189519-0ed2-3215-2822-0044903db5ef,1963-01-15,,999-17-3488,S99975229,X16281427X,Mrs.,Doris,Margaret,Hewitt,,Mohamed,M,white,nonmixed,F,Bournemouth  South West  England,1036 Stokes Rue Unit 64,Gloucester,South West,Gloucestershire,,GL1,51.883555218954,-2.288574532924054,27126
d338057f-3b32-257c-c9db-22e627748cc5,1992-04-05,,999-41-3056,S99975281,X12293504X,Mr.,Oliver,,Hart,,,M,white,nonmixed,M,Bath  South West  England,593 Goddard Gate,Plymouth,South West,Devon,,PL1,50.379775311939426,-4.185552505390952,3465
b2eab296-d7c4-0033-889a-b0be2f23bced,2002-06-08,,999-66-9939,S99926070,X2142332X,Mr.,Colin,Tom,Shah,,,,white,nonmixed,M,Łódź  Łódź  PL,947 Watts Esplanade Unit 46,Gloucester,South West,Gloucestershire,,GL1,51.84513975514896,-2.2326897353247817,12756
f00c0962-4765-3cf6-06ec-067fe40126b5,1945-05-16,,999-41-2491,S99938281,X28798762X,Mr.,Cyril,Nicholas,Cox,,,D,white,nonmixed,M,Paignton  South West  England,609 Yates Forge,Trowbridge,South West,Wiltshire,,BA14,51.28113046465636,-2.2434932546839446,111253
5b0bf7c1-584a-d090-c8e4-b4a3e7232a37,1994-11-07,,999-60-1436,S99970522,X44247688X,Mrs.,Kay,Kathryn,Taylor,,Gordon,M,white,nonmixed,F,Plymouth  South West  England,460 Mohammed Parade,Gloucester,South West,Gloucestershire,,GL1,51.89137113595112,-2.2037132184943014,26144
f44e21c2-e590-7543-6d42-e3e18bf9bc6f,1981-02-10,,999-54-6632,S99961201,X68104040X,Mr.,Ashley,Mathew,Russell,,,M,white,nonmixed,M,Wareham  South West  England,338 Cartwright Overpass Unit 32,Bristol,South West,Bristol,,BS1,51.500532757265354,-2.5936341194201322,34972
94b3e840-13d8-93ca-cb5e-eba005cd4023,1960-03-01,,999-18-6455,S99965820,X57229692X,Mr.,Eric,Harold,Lane,,,M,white,nonmixed,M,Bristol  South West  England,419 Burns Plaza Apt 3,Yate,South West,Gloucestershire,,BS36,51.52963469781603,-2.4585728524948394,24736
4bc4daa8-debf-67a5-b1d4-5893bb7835d4,1966-09-04,,999-50-7953,S99996484,X18043100X,Mrs.,Shannon,,Bennett,,Hall,M,white,nonmixed,F,Turin  Piedmont  IT,217 Ashton Landing,Bristol,South West,Bristol,,BS1,51.43326429349175,-2.598449675166908,7036
5c11159e-2a0c-9ed0-2def-3ab1b4b19782,1966-08-17,,999-93-2498,S99947855,X16137983X,Mrs.,Marian,,Moss,,Butt,M,white,nonmixed,F,Frome  South West  England,779 Potter Fork Apt 7,Christchurch,South West,Dorset,,BH23,50.73381669779459,-1.7780734125192985,173891
d639eb8a-e90d-efec-bba3-6e33193a06dc,1961-07-26,,999-80-8989,S99958579,X18392709X,Mr.,Edward,Louis,Quinn,,,M,white,nonmixed,M,Bath  South West  England,1033 Pearce Ferry Unit 99,Bristol,South West,Bristol,,BS1,51.453449489943885,-2.6048236393486413,26563
f7f0e03c-72d3-48bc-655f-5aa1f69b67d0,1983-02-05,,999-83-9998,S99951432,X33101017X,Mrs.,Angela,Enid,Chambers,,Dale,M,hawaiian,nonmixed,F,Plymouth  South West  England,104 Dunn Neck,Swindon,South West,Wiltshire,,SN1,51.53670081496615,-1.7832151264625646,36728
e97ee494-89e5-0377-b63d-220277dd0ad8,1963-05-11,,999-72-5078,S99943927,X26800520X,Mr.,Frank,Gordon,Baxter,,,M,white,nonmixed,M,Bristol  South West  England,591 Ali Center Unit 27,Plymouth,South West,Devon,,PL1,50.374055075541726,-4.146016106649219,34514
897a0afc-dc51-4ff9-6332-f133f995de26,1962-08-24,,999-77-6298,S99999354,X42789400X,Mr.,Vincent,Anthony,Peters,,,M,white,nonmixed,M,Falmouth  South West  England,557 Dickinson Bridge Unit 30,Trowbridge,South West,Wiltshire,,BA14,51.32912728186523,-2.1982732698011835,11295
23ec60a1-12b1-0b54-1b5f-2e44a8a2d8be,1947-12-13,,999-77-4579,S99944096,X63050198X,Mrs.,Denise,Audrey,Begum,,Johnston,M,white,nonmixed,F,Teignmouth  South West  England,116 Dean Approach,Bath,South West,Somerset,,BA1,51.383207114387815,-2.372269118342223,14637
0e61f382-217c-fc94-76d3-eae254430302,1966-02-28,,999-86-9004,S99998218,X7493691X,Mrs.,Sylvia,Kelly,George,,Griffiths,W,white,nonmixed,F,Sherborne  South West  England,208 Spencer Center,Keynsham,South West,Somerset,,BS14,51.377279388543386,-2.550274958255487,24860
2fd7301d-dfd6-1eb5-0e69-1aa2e2fc351c,1948-09-01,,999-60-9558,S99961281,X14727808X,Mrs.,Pamela,Nicola,Hutchinson,,Hunt,W,white,nonmixed,F,Łódź  Łódź  PL,476 Griffiths Underpass,Ivybridge,South West,Devon,,PL21,50.43346504351361,-3.916037820224004,12034
580af789-393f-e26e-ba27-acaf7d21ec7f,1987-10-15,,999-10-9923,S99932589,X69489896X,Mrs.,Violet,Rebecca,Barlow,,Whittaker,M,white,nonmixed,F,Bristol  South West  England,127 McCarthy Well Suite 80,Bournemouth,South West,Dorset,,BH1,50.75015594042808,-1.828270612417414,14674
7c714cf0-d07f-f014-f3f3-2a5772cb3da1,1962-10-12,,999-66-2249,S99998748,X36863959X,Ms.,Iris,Pamela,Greenwood,,,S,white,nonmixed,F,Yate  South West  England,972 Osman Parade Suite 0,Swanage,South West,Dorset,,BH19,50.66029945872131,-2.0151111509515984,30604
cb1e2392-d867-4ecc-7492-b7e981f4410a,1962-01-20,,999-30-1162,S99940471,X65671192X,Mr.,Andrew,Vincent,Banks,,,M,white,nonmixed,M,Dartmouth  South West  England,1077 Scott Underpass Unit 91,Wimborne,South West,Dorset,,BH21,50.78946696194044,-1.9702254379671778,47371
9049ba89-a8a1-0dc3-9fa3-18e1cac6a8e0,1961-08-13,,999-40-9846,S99992312,X27936821X,Mr.,Robert,Roger,Hunter,,,M,white,nonmixed,M,Bournemouth  South West  England,748 Hancock Throughway Unit 14,Burnham-on-Sea,South West,Somerset,,TA8,51.210713375588455,-3.044312390590022,16192
94dc9659-d096-9913-83bd-7f91ee506dfe,1984-06-23,,999-37-4351,S99997174,X59397681X,Mr.,Ian,Thomas,Briggs,,,D,black,nonmixed,M,Christchurch  South West  England,330 Carr Dale Unit 59,Innsworth,South West,Gloucestershire,,GL3,51.81913810869239,-2.225104315467406,31931
523f40a3-b5ca-5125-655f-b18130019072,1965-01-12,,999-45-8094,S99955716,X31281971X,Mrs.,Imogen,Jeanette,Bird,,Alexander,M,white,nonmixed,F,Ivybridge  South West  England,334 Holmes Wynd,Plymouth,South West,Devon,,PL1,50.36455008646805,-4.156256448950075,16916
5ec60ef3-f627-880e-dcdc-63c9bcec391c,1989-11-17,,999-30-2196,S99956354,X69666428X,Mrs.,Joanna,Margaret,Wells,,Buckley,M,white,nonmixed,F,Malmesbury  South West  England,434 Joseph Track,Christchurch,South West,Dorset,,BH23,50.723539068899676,-1.759875450389819,28155
148d6d0e-5a32-6aa7-f46d-cfd2ded881be,1952-09-22,,999-15-3073,S99940263,X6318436X,Mrs.,Marion,Helen,Russell,,Dean,M,white,nonmixed,F,Ivybridge  South West  England,462 Zaman Trail Suite 0,Bath,South West,Somerset,,BA1,51.42669696046816,-2.393254238200744,15757
0437b2cf-16fe-f221-ec20-59151909b667,1975-08-30,,999-31-1450,S99927369,X62982044X,Mrs.,Joyce,Fiona,Carr,,Barlow,W,other,nonmixed,F,Poole  South West  England,789 Robinson Gardens,Gloucester,South West,Gloucestershire,,GL1,51.896384619171315,-2.2587098472249685,68390
61a5d2f8-5ed9-08c8-7a7a-c0ed95f61f5e,1986-11-16,,999-16-6698,S99942315,X18025069X,Mrs.,Elizabeth,,Ross,,Tucker,M,white,nonmixed,F,Bournemouth  South West  England,448 Austin Stravenue,Filton,South West,Gloucestershire,,BS34,51.54695811581623,-2.533930341294958,7948
8cebf51f-243b-b400-3c59-59c76eecb088,1958-03-22,,999-53-6076,S99938489,X78665273X,Mr.,George,Gordon,Butt,,,S,asian,nonmixed,M,Swindon  South West  England,276 Abdi Drive Suite 8,Bristol,South West,Bristol,,BS1,51.44106493053314,-2.5763992692583972,21122
f5a4e98a-f797-2c87-7f35-e55af5be4c6b,1977-02-25,,999-20-3339,S99983893,X46688772X,Mr.,Roger,,McCarthy,,,M,white,nonmixed,M,Dartmouth  South West  England,984 Doyle Knoll,Bournemouth,South West,Dorset,,BH1,50.753675968761385,-1.89632985514823,1467
8afab78f-53fe-56f5-1b08-11927164b7f0,1967-02-22,,999-38-9267,S99921404,X38313389X,Mr.,Raymond,,Kay,,,M,white,nonmixed,M,Cheltenham  South West  England,877 Holt Village Apt 58,Bristol,South West,Bristol,,BS1,51.46529143219314,-2.5726587977625854,212982
f7239270-6984-5d4a-e17f-ee8c1633bc34,1941-08-18,,999-60-7864,S99985954,X68345040X,Mr.,Thomas,Geoffrey,Bond,,,M,other,nonmixed,M,Exeter  South West  England,408 Stephenson Street,Kingsteignton,South West,Devon,,TQ12,50.506760064419744,-3.6350915411590528,33822
61b25c35-d900-601a-6b85-0892273149d6,1987-10-23,,999-29-2146,S99940242,X81932342X,Mrs.,Betty,Lucy,Watkins,,King,D,white,nonmixed,F,Poole  South West  England,592 Pearson Mission Suite 85,Sidmouth,South West,Devon,,EX10,50.645357819110856,-3.2459555886206717,32983
7a9de3f3-7251-2a1e-05ea-a4c2feb1e5bd,1943-12-27,,999-99-5127,S99968558,X14493855X,Mrs.,Melissa,Christine,Robson,,Mann,D,white,nonmixed,F,Brixham  South West  England,670 Long Ferry,St Ives,South West,Cornwall,,TR26,50.22160740717974,-5.4576090867198035,10766
7c850970-cfd6-f85c-25e6-32ca57db2ffd,1988-11-02,,999-78-6256,S99979817,X60773003X,Mrs.,Gwendoline,Hilary,Smith,MD,Lawrence,M,white,nonmixed,F,Penryn  South West  England,856 Clayton Haven Suite 73,Bristol,South West,Bristol,,BS1,51.45169941567518,-2.6105177284473466,32152
96d0940d-a0f1-da9e-aa9b-a0db747b12d3,1980-12-26,,999-82-9569,S99972765,X30869286X,Mr.,Dale,Gareth,Dawson,,,M,white,nonmixed,M,Teignmouth  South West  England,113 West Lock Suite 94,Bristol,South West,Bristol,,BS1,51.40780671078215,-2.6301710288256963,28910
9e1c27e6-f12d-a997-c09f-45ee756b93de,1958-07-03,,999-72-3865,S99919950,X78060542X,Mr.,Thomas,Derek,Bell,,,M,white,nonmixed,M,Long Ashton  South West  England,306 Bryant Fort Unit 32,Wimborne,South West,Dorset,,BH21,50.80733928726198,-2.0191323485097845,31038
17c0324f-1296-cef3-d294-8c94ed48a9e0,1957-09-13,,999-29-5336,S99938726,X75669770X,Ms.,Sybil,,Quinn,,,S,white,nonmixed,F,Poole  South West  England,638 Davies Loaf Unit 55,Crediton,South West,Devon,,EX17,50.7841740306221,-3.690636010356356,2234
c93f2e4d-04b6-9e14-2136-457a06795016,1976-08-03,,999-91-4077,S99948348,X25343569X,Mr.,Stewart,Alexander,Nicholls,JD,,D,white,nonmixed,M,Plymouth  South West  England,858 Jennings Boulevard,Filton,South West,Gloucestershire,,BS34,51.56746268756916,-2.5735681192974242,62820
42f1d6c7-2d07-b3dd-6ffa-d3a0fe5aff04,1969-07-10,,999-96-3976,S99996558,X17403162X,Mr.,Wilfred,,Porter,,,M,hawaiian,nonmixed,M,Plymouth  South West  England,409 Holt Street Suite 30,Stroud,South West,Gloucestershire,,GL5,51.75698529694002,-2.2642034333965717,28174
fbd26a49-243a-fa4d-ff6f-d1e9f850dc9d,1973-05-19,,999-73-4878,S99917657,X833988X,Mr.,Darren,,Carroll,,,M,white,nonmixed,M,Swindon  South West  England,156 Bell View Unit 32,Camborne,South West,Cornwall,,TR14,50.17009287344645,-5.280326827161651,41222
6c80186b-874d-f7df-c9f4-0b329a3da63d,1945-01-03,,999-33-7091,S99941392,X86249608X,Ms.,Helen,Thelma,Preston,,,S,white,nonmixed,F,Bournemouth  South West  England,729 Grant Gate,Minehead,South West,Somerset,,TA24,51.19449771589796,-3.558326450681565,27795
e8d26d4a-f605-550a-ccb6-e58e0f9843e4,1994-08-12,,999-68-6557,S99948254,X68951115X,Mr.,Keith,Gary,Burton,,,M,white,nonmixed,M,Lydney  South West  England,895 Freeman Esplanade,Bournemouth,South West,Dorset,,BH1,50.7440021224304,-1.908033748077709,14279
708c1963-dcdd-221e-1fec-283779a36088,1953-12-12,,999-76-6965,S99950046,X41552477X,Mrs.,Eliza,,Rashid,,Smith,W,white,nonmixed,F,Melksham  South West  England,746 Reed Heights,Truro,South West,Cornwall,,TR1,50.23259363648938,-5.027665851326685,174939
2b89081c-e288-5b8b-5f05-4c6653b7976a,1947-05-02,,999-81-3025,S99939068,X55352026X,Ms.,Vera,Anne,Henry,,,S,white,nonmixed,F,Bournemouth  South West  England,452 Rashid Path,Bristol,South West,Bristol,,BS1,51.483674694619566,-2.553538424670727,30377
69615536-5501-26a0-31c4-f0e5091c7cba,1996-02-11,,999-14-2556,S99945213,X19281583X,Mrs.,Amy,Marilyn,French,,Kent,M,white,nonmixed,F,Plymouth  South West  England,113 Scott Tunnel,Keynsham,South West,Somerset,,BS14,51.368358446392804,-2.5568910409915966,76419
8b3d8ff5-cc9b-9625-2dd3-36d9901cffc0,1970-02-26,,999-75-7545,S99972873,X75464104X,Mr.,Martyn,,Rahman,,,S,white,nonmixed,M,Bournemouth  South West  England,864 Todd Center,Gloucester,South West,Gloucestershire,,GL1,51.819562784479906,-2.2087257329998646,37563
153037f2-d212-16e3-9032-e8996f46effa,1996-01-11,,999-14-1537,S99936251,X38782343X,Ms.,Christina,Jane,Lawson,,,S,white,nonmixed,F,Poole  South West  England,433 Brown Mews,Plymouth,South West,Devon,,PL1,50.41171490013642,-4.170590120890899,11654
35534949-a910-496c-3417-7439b9312608,1979-06-29,,999-70-4663,S99918663,X50911554X,Mrs.,Anna,Kimberley,Ryan,,Turner,D,white,nonmixed,F,Burnham-on-Sea  South West  England,365 Collins Ville,Plymouth,South West,Devon,,PL1,50.35036257500257,-4.1392383148578045,13208
74666193-6015-1cc1-49e7-355b04cb18db,1984-04-28,,999-95-3455,S99911104,X42497330X,Mrs.,Caroline,Irene,Weston,,Parker,D,white,nonmixed,F,Swindon  South West  England,975 Bird Viaduct Suite 30,Trowbridge,South West,Wiltshire,,BA14,51.29052444899318,-2.166257058120266,25387
e592d412-4b1a-38b8-2667-fa7a0eb34ffe,1950-09-03,,999-94-9640,S99930881,X28845498X,Mr.,Billy,Graham,Hopkins,,,M,white,nonmixed,M,Bridport  South West  England,834 Booth Bridge Unit 11,Newton Abbot,South West,Devon,,TQ12,50.52212493291035,-3.5846456301757352,33059
400e1be2-3c68-e96f-343d-deeedf8dfbbf,1974-12-24,,999-82-9163,S99963150,X3285020X,Mrs.,Muriel,Susan,Armstrong,,Ryan,M,white,mixed,F,Bristol  South West  England,709 Hancock Skyway,Cheltenham,South West,Gloucestershire,,GL50,51.92739569617303,-2.0328665657883653,30022
157974e6-db81-70f9-a056-f3aedf8307b4,1980-11-08,,999-80-9091,S99962287,X42505048X,Mrs.,Marian,Catherine,Parker,,Wells,M,white,nonmixed,F,Wincanton  South West  England,384 Baxter Glen Unit 62,Bridgwater,South West,Somerset,,TA5,51.10790278008351,-3.0732654788695912,43958
ae5e6dec-8546-ecfb-e3a4-b6a901bf8604,1973-11-22,,999-13-9442,S99950205,X58671323X,Mr.,Patrick,Arnold,Mills,,,S,white,nonmixed,M,Gloucester  South West  England,385 Owen Trafficway,Wells,South West,Somerset,,BA5,51.189477087002615,-2.63157599617897,14391
ae29c213-455d-6bc6-8294-1a48d08655ef,2001-02-17,,999-59-2548,S99920398,X44075631X,Mr.,Philip,Francis,Roberts,,,,white,nonmixed,M,Christchurch  South West  England,1058 Savage Route Suite 73,Plymouth,South West,Devon,,PL1,50.37615721023672,-4.190531093869405,27980
f124ff02-db8c-949e-a293-5c12902c89c0,1996-05-17,,999-28-6483,S99951649,X49804512X,Mr.,Leslie,Daniel,Butler,,,M,white,nonmixed,M,Wells  South West  England,483 Martin Pathway,Filton,South West,Gloucestershire,,BS34,51.516948894093396,-2.5881008565994827,30570
cc0e8f20-ee9d-cdc7-de52-ea345147b5dd,1964-07-21,,999-86-9990,S99925018,X82523178X,Mr.,Horace,Richard,Pearce,,,M,white,nonmixed,M,Bristol  South West  England,290 Webb Overpass Unit 54,Bristol,South West,Bristol,,BS1,51.452535734271066,-2.624062437886453,22345
3cacab4a-6823-ffac-69f7-62d0e5d43fdf,1978-12-03,,999-73-9451,S99931017,X84730422X,Ms.,Emma,Samantha,Pearson,,,S,white,nonmixed,F,Bradford on Avon  South West  England,250 Murphy Walk,Exeter,South West,Devon,,EX4,50.753499668239456,-3.565279404138975,29283
4f11d0f4-a276-d6b0-324b-d2abbce9787f,1947-11-30,,999-16-2147,S99964591,X13579314X,Mrs.,Patricia,,Hancock,,Kennedy,M,white,nonmixed,F,Westbury  South West  England,445 Booth Haven Unit 13,Corsham,South West,Wiltshire,,SN12,51.38965805929084,-2.1369492706460322,8648
e0aec11f-21e0-1d25-66df-87ccc352ae92,1962-07-28,,999-86-2597,S99915405,X69472783X,Mr.,Melvyn,,Atkins,,,D,white,nonmixed,M,Bristol  South West  England,617 Foster Stravenue,Midsomer Norton,South West,Somerset,,BA3,51.29974667593527,-2.4578613524697,44629
116e5951-6443-5c9f-288d-d8c371305aeb,1980-08-21,,999-41-8269,S99918830,X10888696X,Mrs.,Wendy,Marion,Thomas,,Stephens,M,white,nonmixed,F,Plymouth  South West  England,309 Hancock Highlands Suite 1,Cinderford,South West,Gloucestershire,,GL14,51.78714623145957,-2.488648713984871,23179
5f909ef9-ddb6-049f-ca0b-af9cd1a665a6,1927-07-22,,999-49-3958,S99968321,X46123846X,Mrs.,Ruth,Mildred,Cooper,,Newman,M,white,nonmixed,F,Gloucester  South West  England,898 McCarthy Fort,Redruth,South West,Cornwall,,TR15,50.281071150064285,-5.2204954494465765,14682
84da1130-90bb-131d-9614-877586f0641a,1955-05-23,,999-91-5389,S99978813,X69627093X,Mr.,Edwin,Jordan,Zaman,,,D,white,nonmixed,M,Bournemouth  South West  England,954 Thompson Boulevard Suite 67,Christchurch,South West,Dorset,,BH23,50.703256016448634,-1.8006232678281484,17383
080f5061-bafc-4ea7-4415-606d143f4c2f,1955-02-24,,999-50-5331,S99946888,X40897207X,Mrs.,Anita,Brenda,O'Neill,,Savage,M,white,nonmixed,F,Yate  South West  England,409 Payne Parade Unit 31,Plymouth,South West,Devon,,PL1,50.348641605524065,-4.105033753406805,15651
bb3423a7-92f7-c940-4d77-b03a1f6f54c9,1968-02-01,,999-52-1952,S99962966,X56655943X,Mr.,Clifford,Ricky,Miah,,,M,white,nonmixed,M,Yatton  South West  England,491 O'Brien Trailer,Bridport,South West,Dorset,,DT6,50.77383641400367,-2.796392349350805,46524
b3cd7500-55ea-d238-973b-b83b21406337,1986-05-07,,999-77-6288,S99999774,X47576562X,Mr.,Alan,Graham,Marshall,,,M,white,nonmixed,M,Poole  South West  England,1058 Hart Ranch Suite 87,Weston-Super-Mare,South West,Somerset,,BS23,51.34242244021318,-2.935829735900704,28931
d1bde834-3d5e-ab96-8f5f-f708447c8500,1993-10-13,,999-88-4325,S99979847,X53523045X,Mr.,Samuel,Paul,Fox,,,S,white,nonmixed,M,Bristol  South West  England,946 Miller Walk,Bath,South West,Somerset,,BA1,51.42482284796771,-2.353115490108063,39677
43d181a0-ced1-4f6d-4db7-4ea05dbf8ec6,1942-04-13,,999-20-4767,S99979123,X58963988X,Mrs.,Nora,Vanessa,Foster,,Curtis,M,white,nonmixed,F,Cheltenham  South West  England,787 Osborne Station,Bristol,South West,Bristol,,BS1,51.49746455879155,-2.5818701723521613,25416
ffd8f4c3-9768-b671-c1a5-4eb49c8e64ac,1955-12-28,,999-88-7906,S99946711,X52854996X,Mr.,Harold,Stephen,Dixon,,,M,white,nonmixed,M,Wimborne  South West  England,463 Harvey Dale Apt 44,Chippenham,South West,Wiltshire,,SN14,51.46351134101105,-2.242694702147856,26194
31e6c0ad-63ef-141d-0060-9ee5960316da,1965-03-31,,999-89-4500,S99935799,X29834911X,Mrs.,Dora,,Marshall,,Gordon,M,white,nonmixed,F,Swanage  South West  England,714 Mitchell Plaza,Bristol,South West,Bristol,,BS1,51.50057265681854,-2.59255113594439,6378
c93998eb-f978-40f7-4b6d-753a4c64fd32,1981-11-06,,999-70-5457,S99961145,X76618768X,Mr.,Joe,Derek,Coleman,,,D,white,nonmixed,M,Swindon  South West  England,203 Preston Knoll Suite 65,Bridgwater,South West,Somerset,,TA5,51.17864603798198,-3.099307975644613,26815
10908f91-24c0-9bc7-42fd-ac0e62dc4389,1965-02-25,,999-35-8617,S99955524,X15071767X,Mrs.,Alison,Valerie,Abdi,,Adams,M,white,mixed,F,Plymouth  South West  England,764 Harper Route,Burnham-on-Sea,South West,Somerset,,TA8,51.24370564389987,-3.02975098094636,34272
